timestamp,level,faculty,category,past_questions_freq,favorite_ai,ai_accuracy_trust,exam_type_same,website_engagement,website_user_friendly,suggestion
2025-10-07T06:49:55.277471,300 level,Faculty of Management Sciences,"Theories (e.g., Law, Philosophy, History)",1,Deepseek,1,Yes,1,5,Try and get more past questions on your website
